     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      2875.7707     -3731.9753     -856.20455      3.8343610     0.93695686      1.0979885  0.00047888450
             11     0.10975419      2848.2533     -3704.4597     -856.20641      3.7976711     0.92799139      1.0980489   0.0052509642
             21     0.20953072      2773.0030     -3629.2146     -856.21157      3.6973374     0.90347405      1.0980489   0.0099376271
             31     0.30930726      2645.2798     -3501.4979     -856.21809      3.5270397     0.86186045      1.0980489    0.014453973
             41     0.40908380      2459.0862     -3315.3111     -856.22485      3.2787816     0.80119660      1.0980489    0.018701751
             51     0.50886033      2212.2763     -3068.4991     -856.22279      2.9497018     0.72078329      1.0980489    0.022565523
             61     0.60863687      1916.5603     -2772.7648     -856.20446      2.5554137     0.62443585      1.0980489    0.025916703
             71     0.70841340      1608.0466     -2464.2173     -856.17069      2.1440621     0.52391877      1.0980489    0.028633013
             81     0.80818994      1341.9483     -2198.0907     -856.14241      1.7892644     0.43722111      1.0980489    0.030635035
             91     0.90796647      1163.1031     -2019.2401     -856.13703      1.5508041     0.37895142      1.0980489    0.031921157
            101      1.0077430      1081.3957     -1937.5454     -856.14970      1.4418609     0.35233029      1.0980489    0.032571421
            111      1.1075195      1077.2716     -1933.4393     -856.16763      1.4363622     0.35098662      1.0980489    0.032717042
            121      1.2072961      1120.6645     -1976.8477     -856.18320      1.4942193     0.36512448      1.0980489    0.032501149
            131      1.3070726      1183.8960     -2040.0899     -856.19385      1.5785281     0.38572599      1.0980489    0.032051128
            141      1.4068492      1246.8756     -2103.0748     -856.19916      1.6625008     0.40624541      1.0980489    0.031465976
            151      1.5066257      1298.2952     -2154.4952     -856.20002      1.7310602     0.42299845      1.0980489    0.030814322
            161      1.6064022      1334.5836     -2190.7815     -856.19793      1.7794448     0.43482161      1.0980489    0.030138643
            171      1.7061788      1357.3879     -2213.5830     -856.19505      1.8098506     0.44225151      1.0980489    0.029462146
            181      1.8059553      1370.6518     -2226.8440     -856.19226      1.8275357     0.44657300      1.0980489    0.028795792
            191      1.9057318      1378.2255     -2234.4157     -856.19012      1.8376340     0.44904062      1.0980489    0.028143889
            201      2.0055084      1382.8004     -2238.9894     -856.18902      1.8437339     0.45053116      1.0980489    0.027507621
