     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      3345.2843     -3731.9381     -386.65377      4.4603791     0.93695686      1.0979885  0.00055706973
             11     0.10975419      3313.2142     -3699.8706     -386.65644      4.4176189     0.92797456      1.0980489   0.0061082433
             21     0.20953072      3224.9345     -3611.5980     -386.66354      4.2999126     0.90324893      1.0980489    0.011559534
             31     0.30930726      3073.2825     -3459.9565     -386.67400      4.0977099     0.86077380      1.0980489    0.016809728
             41     0.40908380      2848.9150     -3235.5989     -386.68389      3.7985533     0.79793231      1.0980489    0.021738090
             51     0.50886033      2548.1043     -2934.7850     -386.68071      3.3974724     0.71368038      1.0980489    0.026198419
             61     0.60863687      2188.7388     -2575.3900     -386.65128      2.9183184     0.61302826      1.0980489    0.030025389
             71     0.70841340      1825.3952     -2211.9994     -386.60418      2.4338602     0.51126194      1.0980489    0.033066004
             81     0.80818994      1533.3506     -1919.9250     -386.57447      2.0444674     0.42946524      1.0980489    0.035235815
             91     0.90796647      1359.7056     -1746.2843     -386.57865      1.8129408     0.38083026      1.0980489    0.036562381
            101      1.0077430      1300.4383     -1687.0382     -386.59990      1.7339177     0.36423050      1.0980489    0.037173806
            111      1.1075195      1321.2620     -1707.8840     -386.62198      1.7616827     0.37006286      1.0980489    0.037246115
            121      1.2072961      1383.2243     -1769.8629     -386.63864      1.8442990     0.38741743      1.0980489    0.036952816
            131      1.3070726      1455.1201     -1841.7683     -386.64814      1.9401602     0.40755424      1.0980489    0.036436507
            141      1.4068492      1517.4928     -1904.1438     -386.65106      2.0233237     0.42502375      1.0980489    0.035799754
            151      1.5066257      1562.5405     -1949.1893     -386.64880      2.0833874     0.43764085      1.0980489    0.035107843
            161      1.6064022      1591.0690     -1977.7141     -386.64504      2.1214254     0.44563119      1.0980489    0.034397521
            171      1.7061788      1608.0313     -1994.6727     -386.64138      2.1440417     0.45038203      1.0980489    0.033687172
            181      1.8059553      1618.4935     -2005.1327     -386.63916      2.1579914     0.45331233      1.0980489    0.032985300
            191      1.9057318      1625.5857     -2012.2238     -386.63810      2.1674476     0.45529871      1.0980489    0.032295864
            201      2.0055084      1630.9517     -2017.5896     -386.63789      2.1746022     0.45680164      1.0980489    0.031620737
            211      2.1052849      1635.7252     -2022.3633     -386.63802      2.1809670     0.45813863      1.0980489    0.030960746
            221      2.2050614      1639.9449     -2026.5838     -386.63894      2.1865931     0.45932048      1.0980489    0.030316315
            231      2.3048380      1642.2972     -2028.9373     -386.64003      2.1897296     0.45997934      1.0980489    0.029687545
            241      2.4046145      1641.3843     -2028.0254     -386.64109      2.1885124     0.45972365      1.0980489    0.029073722
            251      2.5043910      1636.3806     -2023.0225     -386.64195      2.1818407     0.45832218      1.0980489    0.028472967
            261      2.6041676      1626.8811     -2013.5227     -386.64157      2.1691748     0.45566154      1.0980489    0.027882196
            271      2.7039441      1614.8283     -2001.4667     -386.63835      2.1531044     0.45228576      1.0980489    0.027297200
            281      2.8037206      1605.6662     -1992.3030     -386.63679      2.1408883     0.44971961      1.0980489    0.026713569
            291      2.9034972      1601.5385     -1988.1784     -386.63988      2.1353847     0.44856352      1.0980489    0.026128701
            301      3.0032737      1598.5240     -1985.1649     -386.64096      2.1313653     0.44771920      1.0980489    0.025542216
            311      3.1030503      1594.4482     -1981.0876     -386.63940      2.1259309     0.44657764      1.0980489    0.024954182
            321      3.2028268      1591.1793     -1977.8166     -386.63729      2.1215724     0.44566209      1.0980489    0.024364195
            331      3.3026033      1591.1692     -1977.8049     -386.63576      2.1215589     0.44565924      1.0980489    0.023771962
            341      3.4023799      1596.1047     -1982.7392     -386.63455      2.1281395     0.44704159      1.0980489    0.023177941
            351      3.5021564      1607.6770     -1994.3100     -386.63297      2.1435693     0.45028280      1.0980489    0.022583629
            361      3.6019329      1627.1761     -2013.8092     -386.63311      2.1695682     0.45574418      1.0980489    0.021991826
            371      3.7017095      1653.5365     -2040.1720     -386.63553      2.2047153     0.46312727      1.0980489    0.021406820
            381      3.8014860      1682.2708     -2068.9101     -386.63923      2.2430278     0.47117526      1.0980489    0.020833965
            391      3.9012625      1707.1252     -2093.7672     -386.64201      2.2761670     0.47813655      1.0980489    0.020278489
            401      4.0010391      1723.5215     -2110.1634     -386.64189      2.2980287     0.48272886      1.0980489    0.019744066
            411      4.1008156      1731.0185     -2117.6577     -386.63921      2.3080247     0.48482864      1.0980489    0.019232003
            421      4.2005921      1732.3985     -2119.0356     -386.63706      2.3098647     0.48521517      1.0980489    0.018741547
            431      4.3003687      1730.5798     -2117.2161     -386.63631      2.3074397     0.48470577      1.0980489    0.018270865
            441      4.4001452      1727.1062     -2113.7419     -386.63567      2.3028083     0.48373289      1.0980489    0.017817867
            451      4.4999218      1723.2643     -2109.8988     -386.63455      2.2976857     0.48265681      1.0980489    0.017380513
            461      4.5996983      1720.7936     -2107.4277     -386.63411      2.2943915     0.48196483      1.0980489    0.016957007
            471      4.6994748      1720.8576     -2107.4919     -386.63426      2.2944768     0.48198276      1.0980489    0.016546035
            481      4.7992514      1723.5707     -2110.2050     -386.63431      2.2980943     0.48274264      1.0980489    0.016146843
            491      4.8990279      1729.3853     -2116.0188     -386.63349      2.3058471     0.48437123      1.0980489    0.015759091
            501      4.9988044      1739.8581     -2126.4908     -386.63277      2.3198107     0.48730445      1.0980489    0.015382844
            511      5.0985810      1756.0532     -2142.6867     -386.63347      2.3414043     0.49184044      1.0980489    0.015018883
            521      5.1983575      1776.6637     -2163.2997     -386.63601      2.3688850     0.49761309      1.0980489    0.014668940
            531      5.2981340      1797.7984     -2184.4380     -386.63959      2.3970646     0.50353256      1.0980489    0.014335494
            541      5.3979106      1813.7708     -2200.4145     -386.64372      2.4183611     0.50800615      1.0980489    0.014021096
            551      5.4976871      1818.7425     -2205.3886     -386.64603      2.4249901     0.50939865      1.0980489    0.013727376
            561      5.5974636      1809.9620     -2196.6064     -386.64447      2.4132826     0.50693936      1.0980489    0.013454029
            571      5.6972402      1790.8327     -2177.4716     -386.63895      2.3877769     0.50158158      1.0980489    0.013198388
            581      5.7970167      1770.3895     -2157.0222     -386.63270      2.3605194     0.49585580      1.0980489    0.012956116
            591      5.8967933      1758.3001     -2144.9298     -386.62968      2.3444002     0.49246976      1.0980489    0.012722863
            601      5.9965698      1759.4642     -2146.0940     -386.62976      2.3459523     0.49279581      1.0980489    0.012495892
            611      6.0963463      1773.0945     -2159.7275     -386.63297      2.3641260     0.49661342      1.0980489    0.012274747
            621      6.1961229      1794.0277     -2180.6663     -386.63852      2.3920370     0.50247646      1.0980489    0.012060946
            631      6.2958994      1814.2551     -2200.8994     -386.64436      2.4190068     0.50814179      1.0980489    0.011857035
            641      6.3956759      1825.4842     -2212.1321     -386.64786      2.4339789     0.51128687      1.0980489    0.011665268
            651      6.4954525      1824.7192     -2211.3605     -386.64138      2.4329589     0.51107259      1.0980489    0.011486311
            661      6.5952290      1823.0816     -2209.7133     -386.63165      2.4307755     0.51061394      1.0980489    0.011318933
            671      6.6950055      1832.4223     -2219.0623     -386.63998      2.4432297     0.51323011      1.0980489    0.011162051
            681      6.7947821      1842.2069     -2228.8534     -386.64648      2.4562758     0.51597061      1.0980489    0.011016619
            691      6.8945586      1840.9159     -2227.5607     -386.64475      2.4545546     0.51560904      1.0980489    0.010883872
            701      6.9943351      1828.5268     -2215.1678     -386.64104      2.4380357     0.51213904      1.0980489    0.010763416
            711      7.0941117      1809.3825     -2196.0210     -386.63842      2.4125100     0.50677707      1.0980489    0.010653273
            721      7.1938882      1787.2708     -2173.9079     -386.63709      2.3830277     0.50058394      1.0980489    0.010550645
            731      7.2936648      1764.8976     -2151.5337     -386.63602      2.3531969     0.49431761      1.0980489    0.010452502
            741      7.3934413      1744.5150     -2131.1498     -386.63476      2.3260200     0.48860878      1.0980489    0.010355963
            751      7.4932178      1727.9451     -2114.5794     -386.63429      2.3039268     0.48396784      1.0980489    0.010258588
            761      7.5929944      1716.4615     -2103.0959     -386.63435      2.2886153     0.48075148      1.0980489    0.010158614
            771      7.6927709      1710.4730     -2097.1077     -386.63473      2.2806307     0.47907420      1.0980489    0.010055082
            781      7.7925474      1709.4775     -2096.1127     -386.63524      2.2793033     0.47879537      1.0980489   0.0099478137
            791      7.8923240      1712.6894     -2099.3253     -386.63589      2.2835858     0.47969497      1.0980489   0.0098372451
            801      7.9921005      1719.1811     -2105.8178     -386.63671      2.2922415     0.48151320      1.0980489   0.0097242440
            811      8.0918770      1727.5713     -2114.2088     -386.63755      2.3034284     0.48386314      1.0980489   0.0096099316
