     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      1349.8516     -3732.0962     -2382.2446      1.7998021     0.93695686      1.0979885  0.00022478252
             11     0.10975419      1337.0123     -3719.2572     -2382.2448      1.7826831     0.92804492      1.0980489   0.0024647654
             21     0.20953072      1302.6485     -3684.8939     -2382.2454      1.7368647     0.90419236      1.0980489   0.0046653276
             31     0.30930726      1246.5248     -3628.7709     -2382.2461      1.6620331     0.86523585      1.0980489   0.0067896782
             41     0.40908380      1168.6929     -3550.9395     -2382.2466      1.5582572     0.81121129      1.0980489   0.0087994963
             51     0.50886033      1070.1596     -3452.4053     -2382.2457      1.4268795     0.74281750      1.0980489    0.010654806
             61     0.60863687      954.03481     -3336.2776     -2382.2428      1.2720464     0.66221315      1.0980489    0.012314909
             71     0.70841340      826.79606     -3209.0329     -2382.2368      1.1023947     0.57389439      1.0980489    0.013740972
             81     0.80818994      698.85197     -3081.0809     -2382.2290     0.93180262     0.48508604      1.0980489    0.014900588
             91     0.90796647      583.28591     -2965.5070     -2382.2211     0.77771454     0.40486950      1.0980489    0.015773663
            101      1.0077430      492.37672     -2874.5930     -2382.2163     0.65650229     0.34176776      1.0980489    0.016357692
            111      1.1075195      433.55613     -2815.7721     -2382.2160     0.57807484     0.30093930      1.0980489    0.016669740
            121      1.2072961      407.49791     -2789.7170     -2382.2191     0.54333054     0.28285181      1.0980489    0.016743698
            131      1.3070726      409.24458     -2791.4686     -2382.2240     0.54565944     0.28406421      1.0980489    0.016623968
            141      1.4068492      430.89575     -2813.1247     -2382.2289     0.57452767     0.29909269      1.0980489    0.016358199
            151      1.5066257      464.10405     -2846.3370     -2382.2330     0.61880539     0.32214318      1.0980489    0.015991347
            161      1.6064022      501.62126     -2883.8574     -2382.2361     0.66882835     0.34818457      1.0980489    0.015561958
            171      1.7061788      537.98117     -2920.2190     -2382.2379     0.71730822     0.37342265      1.0980489    0.015100528
            181      1.8059553      569.62057     -2951.8591     -2382.2385     0.75949409     0.39538414      1.0980489    0.014629387
            191      1.9057318      594.70260     -2976.9411     -2382.2385     0.79293680     0.41279404      1.0980489    0.014163515
            201      2.0055084      612.77132     -2995.0093     -2382.2379     0.81702843     0.42533587      1.0980489    0.013711839
            211      2.1052849      624.36120     -3006.5982     -2382.2370     0.83248161     0.43338062      1.0980489    0.013278683
            221      2.2050614      630.62242     -3012.8584     -2382.2359     0.84082990     0.43772665      1.0980489    0.012865148
            231      2.3048380      632.96915     -3015.2041     -2382.2349     0.84395887     0.43935556      1.0980489    0.012470308
            241      2.4046145      632.82728     -3015.0612     -2382.2339     0.84376971     0.43925708      1.0980489    0.012092159
            251      2.5043910      631.43503     -3013.6684     -2382.2333     0.84191337     0.43829069      1.0980489    0.011728327
            261      2.6041676      629.68577     -3011.9190     -2382.2332     0.83958103     0.43707650      1.0980489    0.011376515
            271      2.7039441      628.08161     -3010.3149     -2382.2333     0.83744214     0.43596302      1.0980489    0.011034742
            281      2.8037206      626.77782     -3009.0113     -2382.2335     0.83570376     0.43505804      1.0980489    0.010701397
            291      2.9034972      625.79394     -3008.0274     -2382.2335     0.83439191     0.43437511      1.0980489    0.010375169
            301      3.0032737      625.24577     -3007.4791     -2382.2333     0.83366103     0.43399462      1.0980489    0.010054960
            311      3.1030503      625.48248     -3007.7155     -2382.2330     0.83397665     0.43415893      1.0980489   0.0097398471
            321      3.2028268      627.09965     -3009.3322     -2382.2325     0.83613287     0.43528143      1.0980489   0.0094291478
            331      3.3026033      630.77243     -3013.0046     -2382.2322     0.84102990     0.43783077      1.0980489   0.0091225565
            341      3.4023799      636.92550     -3019.1576     -2382.2321     0.84923400     0.44210173      1.0980489   0.0088203007
            351      3.5021564      645.38596     -3027.6187     -2382.2327     0.86051461     0.44797429      1.0980489   0.0085232084
            361      3.6019329      655.32362     -3037.5570     -2382.2334     0.87376483     0.45487221      1.0980489   0.0082325962
            371      3.7017095      665.58148     -3047.8155     -2382.2340     0.88744197     0.46199237      1.0980489   0.0079499916
            381      3.8014860      675.15633     -3057.3907     -2382.2343     0.90020844     0.46863846      1.0980489   0.0076768136
            391      3.9012625      683.49968     -3065.7339     -2382.2342     0.91133291     0.47442973      1.0980489   0.0074141419
            401      4.0010391      690.55041     -3072.7844     -2382.2340     0.92073388     0.47932377      1.0980489   0.0071626481
            411      4.1008156      696.57771     -3078.8115     -2382.2338     0.92877027     0.48350743      1.0980489   0.0069226531
            421      4.2005921      701.92080     -3084.1544     -2382.2336     0.93589439     0.48721617      1.0980489   0.0066942513
            431      4.3003687      706.74708     -3088.9809     -2382.2338     0.94232944     0.49056618      1.0980489   0.0064774296
            441      4.4001452      710.91074     -3093.1448     -2382.2340     0.94788098     0.49345625      1.0980489   0.0062721282
            451      4.4999218      713.99980     -3096.2340     -2382.2342     0.95199973     0.49560043      1.0980489   0.0060782138
            461      4.5996983      715.52591     -3097.7604     -2382.2345     0.95403455     0.49665973      1.0980489   0.0058953999
            471      4.6994748      715.22041     -3097.4546     -2382.2342     0.95362722     0.49644767      1.0980489   0.0057231569
            481      4.7992514      713.26857     -3095.5023     -2382.2338     0.95102477     0.49509287      1.0980489   0.0055606692
            491      4.8990279      710.35657     -3092.5897     -2382.2331     0.94714209     0.49307159      1.0980489   0.0054068916
            501      4.9988044      707.50061     -3089.7330     -2382.2324     0.94333415     0.49108922      1.0980489   0.0052607002
            511      5.0985810      705.71106     -3087.9431     -2382.2320     0.94094808     0.48984706      1.0980489   0.0051210831
            521      5.1983575      705.68519     -3087.9171     -2382.2319     0.94091359     0.48982910      1.0980489   0.0049873063
            531      5.2981340      707.66350     -3089.8955     -2382.2320     0.94355133     0.49120228      1.0980489   0.0048590032
            541      5.3979106      711.41635     -3093.6487     -2382.2323     0.94855513     0.49380720      1.0980489   0.0047361720
            551      5.4976871      716.36538     -3098.5982     -2382.2328     0.95515383     0.49724242      1.0980489   0.0046190952
            561      5.5974636      721.75576     -3103.9891     -2382.2333     0.96234101     0.50098398      1.0980489   0.0045082137
            571      5.6972402      726.88189     -3109.1156     -2382.2337     0.96917585     0.50454212      1.0980489   0.0044039881
            581      5.7970167      731.24507     -3113.4791     -2382.2340     0.97499343     0.50757069      1.0980489   0.0043067863
            591      5.8967933      734.61484     -3116.8490     -2382.2341     0.97948646     0.50990971      1.0980489   0.0042168232
            601      5.9965698      736.94930     -3119.1836     -2382.2343     0.98259907     0.51153010      1.0980489   0.0041341519
            611      6.0963463      738.23539     -3120.4699     -2382.2345     0.98431385     0.51242280      1.0980489   0.0040586862
            621      6.1961229      738.30892     -3120.5438     -2382.2349     0.98441190     0.51247384      1.0980489   0.0039902188
            631      6.2958994      736.87681     -3119.1119     -2382.2351     0.98250242     0.51147978      1.0980489   0.0039284133
            641      6.3956759      733.65140     -3115.8866     -2382.2352     0.97820186     0.50924096      1.0980489   0.0038727671
            651      6.4954525      728.56626     -3110.8012     -2382.2350     0.97142169     0.50571128      1.0980489   0.0038225769
            661      6.5952290      721.83631     -3104.0709     -2382.2346     0.96244841     0.50103989      1.0980489   0.0037769402
            671      6.6950055      713.92156     -3096.1556     -2382.2340     0.95189542     0.49554612      1.0980489   0.0037347945
            681      6.7947821      705.50124     -3087.7348     -2382.2335     0.94066832     0.48970142      1.0980489   0.0036949872
            691      6.8945586      697.45918     -3079.6923     -2382.2331     0.92994558     0.48411928      1.0980489   0.0036563688
            701      6.9943351      690.81106     -3073.0436     -2382.2325     0.92108141     0.47950469      1.0980489   0.0036179043
            711      7.0941117      686.45786     -3068.6903     -2382.2324     0.91527715     0.47648306      1.0980489   0.0035787963
            721      7.1938882      684.81600     -3067.0488     -2382.2328     0.91308800     0.47534341      1.0980489   0.0035385829
            731      7.2936648      685.63703     -3067.8702     -2382.2331     0.91418271     0.47591331      1.0980489   0.0034971620
            741      7.3934413      688.15436     -3070.3880     -2382.2336     0.91753914     0.47766063      1.0980489   0.0034547315
            751      7.4932178      691.40863     -3073.6428     -2382.2341     0.92187817     0.47991948      1.0980489   0.0034116696
            761      7.5929944      694.59494     -3076.8294     -2382.2344     0.92612658     0.48213115      1.0980489   0.0033684047
            771      7.6927709      697.21999     -3079.4546     -2382.2346     0.92962666     0.48395325      1.0980489   0.0033253159
            781      7.7925474      699.10723     -3081.3418     -2382.2346     0.93214297     0.48526322      1.0980489   0.0032826841
            791      7.8923240      700.25336     -3082.4879     -2382.2346     0.93367115     0.48605877      1.0980489   0.0032406868
            801      7.9921005      700.63493     -3082.8696     -2382.2347     0.93417990     0.48632362      1.0980489   0.0031994126
            811      8.0918770      700.10063     -3082.3353     -2382.2347     0.93346751     0.48595276      1.0980489   0.0031588678
            821      8.1916536      698.51862     -3080.7533     -2382.2347     0.93135816     0.48485465      1.0980489   0.0031189623
            831      8.2914301      696.05812     -3078.2924     -2382.2343     0.92807749     0.48314677      1.0980489   0.0030794906
            841      8.3912066      693.35269     -3075.5865     -2382.2338     0.92447025     0.48126889      1.0980489   0.0030401495
            851      8.4909832      691.35157     -3073.5848     -2382.2332     0.92180209     0.47987987      1.0980489   0.0030006100
            861      8.5907597      690.89215     -3073.1251     -2382.2330     0.92118954     0.47956098      1.0980489   0.0029606238
            871      8.6905362      692.32924     -3074.5623     -2382.2330     0.92310565     0.48055849      1.0980489   0.0029201117
            881      8.7903128      695.47591     -3077.7094     -2382.2334     0.92730122     0.48274265      1.0980489   0.0028791915
            891      8.8900893      699.79942     -3082.0333     -2382.2339     0.93306590     0.48574368      1.0980489   0.0028381469
            901      8.9898659      704.65010     -3086.8844     -2382.2343     0.93953347     0.48911063      1.0980489   0.0027973641
            911      9.0896424      709.39681     -3091.6315     -2382.2346     0.94586242     0.49240541      1.0980489   0.0027572659
            921      9.1894189      713.44848     -3095.6833     -2382.2348     0.95126464     0.49521774      1.0980489   0.0027182537
            931      9.2891955      716.26102     -3098.4960     -2382.2350     0.95501470     0.49716998      1.0980489   0.0026806570
            941      9.3889720      717.39661     -3099.6319     -2382.2352     0.95652882     0.49795822      1.0980489   0.0026446882
            951      9.4887485      716.63706     -3098.8723     -2382.2353     0.95551609     0.49743100      1.0980489   0.0026104078
            961      9.5885251      714.06528     -3096.3002     -2382.2350     0.95208704     0.49564588      1.0980489   0.0025777109
            971      9.6883016      710.06422     -3092.2988     -2382.2346     0.94675230     0.49286867      1.0980489   0.0025463422
            981      9.7880781      705.25776     -3087.4920     -2382.2342     0.94034368     0.48953241      1.0980489   0.0025159366
            991      9.8878547      700.39831     -3082.6321     -2382.2338     0.93386442     0.48615938      1.0980489   0.0024860754
           1001      9.9876312      696.33535     -3078.5684     -2382.2330     0.92844713     0.48333920      1.0980489   0.0024563528
           1011      10.087408      693.92361     -3076.1562     -2382.2326     0.92523148     0.48166517      1.0980489   0.0024264470
           1021      10.187184      693.76836     -3076.0009     -2382.2326     0.92502447     0.48155741      1.0980489   0.0023961908
           1031      10.286961      695.95465     -3078.1875     -2382.2328     0.92793953     0.48307495      1.0980489   0.0023656180
           1041      10.386737      699.97835     -3082.2115     -2382.2332     0.93330446     0.48586788      1.0980489   0.0023349629
           1051      10.486514      704.89599     -3087.1297     -2382.2337     0.93986132     0.48928130      1.0980489   0.0023046046
           1061      10.586290      709.68253     -3091.9168     -2382.2342     0.94624337     0.49260373      1.0980489   0.0022749775
           1071      10.686067      713.53422     -3095.7688     -2382.2346     0.95137896     0.49527726      1.0980489   0.0022464792
           1081      10.785843      716.01507     -3098.2498     -2382.2348     0.95468676     0.49699926      1.0980489   0.0022194082
           1091      10.885620      716.98163     -3099.2164     -2382.2348     0.95597551     0.49767017      1.0980489   0.0021939389
           1101      10.985397      716.43625     -3098.6711     -2382.2349     0.95524833     0.49729161      1.0980489   0.0021701215
           1111      11.085173      714.46312     -3096.6978     -2382.2347     0.95261750     0.49592203      1.0980489   0.0021478931
           1121      11.184950      711.24328     -3093.4779     -2382.2346     0.94832437     0.49368708      1.0980489   0.0021270896
           1131      11.284726      707.07664     -3089.3110     -2382.2344     0.94276885     0.49079493      1.0980489   0.0021074648
           1141      11.384503      702.30064     -3084.5350     -2382.2344     0.93640086     0.48747982      1.0980489   0.0020887177
           1151      11.484279      697.18245     -3079.4169     -2382.2344     0.92957660     0.48392720      1.0980489   0.0020705223
           1161      11.584056      691.79086     -3074.0253     -2382.2345     0.92238782     0.48018479      1.0980489   0.0020525487
           1171      11.683832      686.04699     -3068.2815     -2382.2345     0.91472931     0.47619786      1.0980489   0.0020344643
           1181      11.783609      679.89926     -3062.1338     -2382.2345     0.90653234     0.47193061      1.0980489   0.0020159180
           1191      11.883385      673.57101     -3055.8053     -2382.2343     0.89809468     0.46753806      1.0980489   0.0019965292
           1201      11.983162      667.67231     -3049.9059     -2382.2336     0.89022974     0.46344366      1.0980489   0.0019758971
           1211      12.082938      663.15205     -3045.3851     -2382.2330     0.88420273     0.46030606      1.0980489   0.0019536426
           1221      12.182715      661.02214     -3043.2548     -2382.2327     0.88136285     0.45882766      1.0980489   0.0019294773
           1231      12.282492      661.99818     -3044.2308     -2382.2326     0.88266424     0.45950514      1.0980489   0.0019032777
           1241      12.382268      666.20222     -3048.4351     -2382.2329     0.88826962     0.46242324      1.0980489   0.0018751312
           1251      12.482045      673.12279     -3055.3564     -2382.2336     0.89749706     0.46722694      1.0980489   0.0018453347
           1261      12.581821      681.85793     -3064.0920     -2382.2341     0.90914390     0.47329016      1.0980489   0.0018143456
           1271      12.681598      691.42553     -3073.6598     -2382.2343     0.92190071     0.47993121      1.0980489   0.0017827079
           1281      12.781374      701.01523     -3083.2499     -2382.2347     0.93468697     0.48658759      1.0980489   0.0017509813
           1291      12.881151      710.11864     -3092.3534     -2382.2348     0.94682486     0.49290644      1.0980489   0.0017196885
           1301      12.980927      718.54759     -3100.7823     -2382.2347     0.95806345     0.49875713      1.0980489   0.0016892909
           1311      13.080704      726.31802     -3108.5526     -2382.2346     0.96842403     0.50415073      1.0980489   0.0016601898
           1321      13.180480      733.43923     -3115.6740     -2382.2348     0.97791897     0.50909369      1.0980489   0.0016327425
           1331      13.280257      739.70418     -3121.9392     -2382.2350     0.98627223     0.51344231      1.0980489   0.0016072758
           1341      13.380033      744.62051     -3126.8560     -2382.2355     0.99282734     0.51685482      1.0980489   0.0015840812
           1351      13.479810      747.53271     -3129.7686     -2382.2358     0.99671028     0.51887624      1.0980489   0.0015633848
           1361      13.579586      747.91908     -3130.1552     -2382.2361     0.99722544     0.51914442      1.0980489   0.0015453024
           1371      13.679363      745.63453     -3127.8703     -2382.2357     0.99417938     0.51755868      1.0980489   0.0015298044
