     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      4812.5143     -3731.8218      1080.6924      6.4166857     0.93695686      1.0979885  0.00080139856
             11     0.10975419      4766.1052     -3685.4192      1080.6860      6.3548069     0.92792140      1.0980489   0.0087872008
             21     0.20953072      4635.6768     -3555.0080      1080.6688      6.1809024     0.90252806      1.0980489    0.016626934
             31     0.30930726      4403.0396     -3322.3963      1080.6433      5.8707195     0.85723552      1.0980489    0.024163460
             41     0.40908380      4043.4306     -2962.8099      1080.6207      5.3912408     0.78722261      1.0980489    0.031192006
             51     0.50886033      3548.8262     -2468.1859      1080.6403      4.7317683     0.69092721      1.0980489    0.037444326
             61     0.60863687      2978.9826     -1898.2547      1080.7279      3.9719768     0.57998336      1.0980489    0.042612793
             71     0.70841340      2479.2850     -1398.4785      1080.8065      3.3057134     0.48269636      1.0980489    0.046456853
             81     0.80818994      2171.8865     -1091.0807      1080.8058      2.8958487     0.42284840      1.0980489    0.048942898
             91     0.90796647      2062.1761     -981.41042      1080.7657      2.7495681     0.40148869      1.0980489    0.050263005
            101      1.0077430      2084.7414     -1004.0156      1080.7258      2.7796552     0.40588197      1.0980489    0.050720360
            111      1.1075195      2166.9561     -1086.2583      1080.6978      2.8892747     0.42188848      1.0980489    0.050612540
            121      1.2072961      2254.5706     -1173.8854      1080.6852      3.0060941     0.43894631      1.0980489    0.050172387
            131      1.3070726      2319.7621     -1239.0752      1080.6869      3.0930161     0.45163855      1.0980489    0.049554186
            141      1.4068492      2359.1023     -1278.4071      1080.6953      3.1454698     0.45929778      1.0980489    0.048845830
            151      1.5066257      2382.3679     -1301.6649      1080.7029      3.1764905     0.46382739      1.0980489    0.048092125
            161      1.6064022      2399.8874     -1319.1825      1080.7049      3.1998499     0.46723829      1.0980489    0.047316616
            171      1.7061788      2415.3608     -1334.6568      1080.7041      3.2204811     0.47025085      1.0980489    0.046534666
            181      1.8059553      2428.1041     -1347.3994      1080.7047      3.2374722     0.47273186      1.0980489    0.045757512
            191      1.9057318      2438.8164     -1358.1109      1080.7055      3.2517552     0.47481744      1.0980489    0.044992588
            201      2.0055084      2447.7521     -1367.0486      1080.7035      3.2636695     0.47655716      1.0980489    0.044244769
            211      2.1052849      2452.2063     -1371.5040      1080.7023      3.2696084     0.47742435      1.0980489    0.043517133
            221      2.2050614      2449.9483     -1369.2474      1080.7009      3.2665977     0.47698474      1.0980489    0.042810100
            231      2.3048380      2439.8223     -1359.1251      1080.6971      3.2530964     0.47501329      1.0980489    0.042121092
            241      2.4046145      2419.5045     -1338.8066      1080.6978      3.2260059     0.47105757      1.0980489    0.041444782
            251      2.5043910      2394.1936     -1313.4848      1080.7088      3.1922581     0.46612976      1.0980489    0.040772791
            261      2.6041676      2377.8306     -1297.1266      1080.7040      3.1704409     0.46294402      1.0980489    0.040096719
            271      2.7039441      2365.0780     -1284.3824      1080.6957      3.1534374     0.46046120      1.0980489    0.039413638
            281      2.8037206      2344.4715     -1263.7710      1080.7004      3.1259619     0.45644927      1.0980489    0.038723289
            291      2.9034972      2320.9249     -1240.2164      1080.7085      3.0945665     0.45186494      1.0980489    0.038023131
            301      3.0032737      2305.3053     -1224.5936      1080.7117      3.0737404     0.44882393      1.0980489    0.037309930
            311      3.1030503      2303.1388     -1222.4270      1080.7118      3.0708517     0.44840214      1.0980489    0.036583204
            321      3.2028268      2314.3648     -1233.6534      1080.7115      3.0858198     0.45058776      1.0980489    0.035846154
            331      3.3026033      2337.5211     -1256.8102      1080.7109      3.1166949     0.45509610      1.0980489    0.035104622
            341      3.4023799      2370.2318     -1289.5242      1080.7076      3.1603091     0.46146460      1.0980489    0.034365920
            351      3.5021564      2406.8574     -1326.1545      1080.7029      3.2091432     0.46859529      1.0980489    0.033637928
            361      3.6019329      2439.5395     -1358.8389      1080.7006      3.2527194     0.47495823      1.0980489    0.032927801
            371      3.7017095      2463.5708     -1382.8690      1080.7018      3.2847611     0.47963694      1.0980489    0.032240496
            381      3.8014860      2479.3394     -1398.6359      1080.7035      3.3057859     0.48270695      1.0980489    0.031578302
            391      3.9012625      2487.8903     -1407.1874      1080.7029      3.3171871     0.48437174      1.0980489    0.030941616
            401      4.0010391      2487.9645     -1407.2617      1080.7028      3.3172860     0.48438618      1.0980489    0.030329677
            411      4.1008156      2479.4069     -1398.6998      1080.7072      3.3058759     0.48272009      1.0980489    0.029740558
            421      4.2005921      2467.8947     -1387.1819      1080.7128      3.2905263     0.48047876      1.0980489    0.029171297
            431      4.3003687      2461.2547     -1380.5416      1080.7132      3.2816730     0.47918601      1.0980489    0.028619133
