     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      3227.9059     -3731.9474     -504.04147      4.3038746     0.93695686      1.0979885  0.00053752342
             11     0.10975419      3196.9756     -3701.0195     -504.04392      4.2626341     0.92797878      1.0980489   0.0058939241
             21     0.20953072      3111.9733     -3616.0241     -504.05081      4.1492978     0.90330537      1.0980489    0.011154073
             31     0.30930726      2966.3905     -3470.4511     -504.06064      3.9551873     0.86104737      1.0980489    0.016220903
             41     0.40908380      2751.7909     -3255.8600     -504.06904      3.6690546     0.79875606      1.0980489    0.020979490
             51     0.50886033      2464.8528     -2968.9193     -504.06646      3.2864704     0.71546719      1.0980489    0.025291683
             61     0.60863687      2121.6786     -2625.7188     -504.04021      2.8289048     0.61585478      1.0980489    0.029001767
             71     0.70841340      1771.7292     -2275.7260     -503.99677      2.3623056     0.51427578      1.0980489    0.031964489
             81     0.80818994      1485.2045     -1989.1714     -503.96691      1.9802726     0.43110690      1.0980489    0.034095901
             91     0.90796647      1309.3101     -1813.2782     -503.96815      1.7457468     0.38005044      1.0980489    0.035415077
            101      1.0077430      1243.9993     -1747.9868     -503.98753      1.6586657     0.36109282      1.0980489    0.036037403
            111      1.1075195      1258.6677     -1762.6763     -504.00863      1.6782236     0.36535060      1.0980489    0.036127750
            121      1.2072961      1316.4083     -1820.4336     -504.02529      1.7552111     0.38211082      1.0980489    0.035852491
            131      1.3070726      1386.7049     -1890.7399     -504.03500      1.8489398     0.40251565      1.0980489    0.035350986
            141      1.4068492      1449.7307     -1953.7694     -504.03869      1.9329743     0.42081002      1.0980489    0.034725399
            151      1.5066257      1496.6295     -2000.6668     -504.03729      1.9955060     0.43442321      1.0980489    0.034042169
            161      1.6064022      1527.0586     -2031.0925     -504.03386      2.0360781     0.44325581      1.0980489    0.033339547
            171      1.7061788      1545.2278     -2049.2578     -504.03002      2.0603038     0.44852974      1.0980489    0.032637004
            181      1.8059553      1556.1051     -2060.1329     -504.02776      2.0748068     0.45168707      1.0980489    0.031943462
            191      1.9057318      1563.1354     -2067.1620     -504.02656      2.0841805     0.45372774      1.0980489    0.031262812
            201      2.0055084      1568.2204     -2072.2460     -504.02557      2.0909606     0.45520375      1.0980489    0.030596696
            211      2.1052849      1572.6168     -2076.6420     -504.02528      2.0968223     0.45647987      1.0980489    0.029945691
            221      2.2050614      1576.6489     -2080.6747     -504.02574      2.1021986     0.45765028      1.0980489    0.029310001
            231      2.3048380      1579.2749     -2083.3017     -504.02686      2.1056998     0.45841250      1.0980489    0.028689636
            241      2.4046145      1579.0805     -2083.1077     -504.02722      2.1054406     0.45835607      1.0980489    0.028084002
            251      2.5043910      1575.1874     -2079.2155     -504.02803      2.1002499     0.45722605      1.0980489    0.027491487
            261      2.6041676      1567.1528     -2071.1807     -504.02790      2.0895370     0.45489385      1.0980489    0.026909364
            271      2.7039441      1556.1971     -2060.2222     -504.02508      2.0749295     0.45171378      1.0980489    0.026333841
            281      2.8037206      1546.9433     -2050.9659     -504.02257      2.0625911     0.44902769      1.0980489    0.025760706
            291      2.9034972      1542.7910     -2046.8155     -504.02452      2.0570547     0.44782241      1.0980489    0.025187062
            301      3.0032737      1541.0987     -2045.1250     -504.02631      2.0547982     0.44733118      1.0980489    0.024612289
            311      3.1030503      1538.7961     -2042.8211     -504.02497      2.0517282     0.44666283      1.0980489    0.024036715
            321      3.2028268      1536.5681     -2040.5912     -504.02310      2.0487575     0.44601612      1.0980489    0.023460329
            331      3.3026033      1536.5231     -2040.5453     -504.02218      2.0486975     0.44600304      1.0980489    0.022882960
            341      3.4023799      1540.3371     -2044.3576     -504.02053      2.0537828     0.44711013      1.0980489    0.022304882
            351      3.5021564      1549.6995     -2053.7186     -504.01909      2.0662660     0.44982772      1.0980489    0.021727157
            361      3.6019329      1566.2534     -2070.2717     -504.01837      2.0883378     0.45463278      1.0980489    0.021151946
            371      3.7017095      1589.8914     -2093.9119     -504.02046      2.1198552     0.46149413      1.0980489    0.020582803
            381      3.8014860      1617.2579     -2121.2818     -504.02385      2.1563439     0.46943775      1.0980489    0.020024515
            391      3.9012625      1642.5755     -2146.6026     -504.02708      2.1901007     0.47678664      1.0980489    0.019482157
            401      4.0010391      1660.6763     -2164.7042     -504.02790      2.2142351     0.48204071      1.0980489    0.018959710
            411      4.1008156      1669.8700     -2173.8961     -504.02607      2.2264933     0.48470934      1.0980489    0.018459027
            421      4.2005921      1672.1453     -2176.1691     -504.02380      2.2295271     0.48536978      1.0980489    0.017979804
            431      4.3003687      1670.6230     -2174.6460     -504.02299      2.2274973     0.48492791      1.0980489    0.017520387
            441      4.4001452      1667.3541     -2171.3761     -504.02208      2.2231387     0.48397904      1.0980489    0.017078687
            451      4.4999218      1663.6814     -2167.7024     -504.02101      2.2182419     0.48291299      1.0980489    0.016652643
            461      4.5996983      1661.2117     -2165.2316     -504.01984      2.2149490     0.48219613      1.0980489    0.016240429
            471      4.6994748      1661.2397     -2165.2594     -504.01968      2.2149863     0.48220426      1.0980489    0.015840677
            481      4.7992514      1663.9758     -2167.9955     -504.01971      2.2186344     0.48299845      1.0980489    0.015452600
            491      4.8990279      1669.4212     -2173.4403     -504.01914      2.2258949     0.48457907      1.0980489    0.015075874
            501      4.9988044      1678.5093     -2182.5275     -504.01828      2.2380124     0.48721704      1.0980489    0.014710523
            511      5.0985810      1692.3746     -2196.3931     -504.01854      2.2564995     0.49124170      1.0980489    0.014357092
            521      5.1983575      1710.6101     -2214.6307     -504.02064      2.2808135     0.49653488      1.0980489    0.014016906
            531      5.2981340      1730.5229     -2234.5465     -504.02359      2.3073639     0.50231492      1.0980489    0.013692025
            541      5.3979106      1747.4913     -2251.5187     -504.02743      2.3299884     0.50724029      1.0980489    0.013384787
            551      5.4976871      1756.1008     -2260.1311     -504.03029      2.3414678     0.50973937      1.0980489    0.013097006
            561      5.5974636      1752.5448     -2256.5748     -504.02994      2.3367265     0.50870718      1.0980489    0.012829025
            571      5.6972402      1737.7836     -2241.8093     -504.02569      2.3170448     0.50442248      1.0980489    0.012579087
            581      5.7970167      1718.6866     -2222.7062     -504.01961      2.2915822     0.49887923      1.0980489    0.012343570
            591      5.8967933      1704.9619     -2208.9770     -504.01507      2.2732826     0.49489539      1.0980489    0.012118273
            601      5.9965698      1703.4586     -2207.4734     -504.01482      2.2712781     0.49445903      1.0980489    0.011900112
            611      6.0963463      1714.8028     -2218.8205     -504.01770      2.2864038     0.49775189      1.0980489    0.011688173
            621      6.1961229      1734.2970     -2238.3190     -504.02194      2.3123961     0.50341043      1.0980489    0.011483640
            631      6.2958994      1754.5836     -2258.6101     -504.02648      2.3394449     0.50929898      1.0980489    0.011288894
            641      6.3956759      1768.0584     -2272.0890     -504.03059      2.3574112     0.51321026      1.0980489    0.011106292
            651      6.4954525      1769.4292     -2273.4588     -504.02954      2.3592389     0.51360816      1.0980489    0.010936976
            661      6.5952290      1762.2732     -2266.2927     -504.01945      2.3496977     0.51153102      1.0980489    0.010780126
            671      6.6950055      1760.7652     -2264.7831     -504.01786      2.3476870     0.51109330      1.0980489    0.010633771
            681      6.7947821      1767.0697     -2271.0966     -504.02685      2.3560930     0.51292329      1.0980489    0.010497173
            691      6.8945586      1768.7276     -2272.7564     -504.02881      2.3583034     0.51340450      1.0980489    0.010371091
            701      6.9943351      1760.5245     -2264.5500     -504.02551      2.3473660     0.51102341      1.0980489    0.010255717
            711      7.0941117      1744.9866     -2249.0091     -504.02250      2.3266488     0.50651326      1.0980489    0.010149796
            721      7.1938882      1725.7560     -2229.7766     -504.02059      2.3010080     0.50093124      1.0980489    0.010051090
            731      7.2936648      1705.4151     -2209.4343     -504.01920      2.2738868     0.49502694      1.0980489   0.0099569700
            741      7.3934413      1686.1636     -2190.1816     -504.01796      2.2482182     0.48943885      1.0980489   0.0098647925
            751      7.4932178      1670.2029     -2174.2202     -504.01732      2.2269372     0.48480597      1.0980489   0.0097722054
            761      7.5929944      1659.1047     -2163.1220     -504.01725      2.2121397     0.48158454      1.0980489   0.0096774451
            771      7.6927709      1653.1000     -2157.1179     -504.01781      2.2041334     0.47984157      1.0980489   0.0095795241
            781      7.7925474      1651.4088     -2155.4270     -504.01826      2.2018784     0.47935064      1.0980489   0.0094781904
            791      7.8923240      1653.4087     -2157.4270     -504.01825      2.2045450     0.47993117      1.0980489   0.0093737318
            801      7.9921005      1658.8845     -2162.9032     -504.01872      2.2118460     0.48152060      1.0980489   0.0092668223
            811      8.0918770      1667.0648     -2171.0846     -504.01982      2.2227531     0.48389509      1.0980489   0.0091584453
            821      8.1916536      1676.1464     -2180.1674     -504.02103      2.2348619     0.48653118      1.0980489   0.0090497657
            831      8.2914301      1684.0441     -2188.0661     -504.02200      2.2453921     0.48882362      1.0980489   0.0089418913
            841      8.3912066      1689.5759     -2193.5977     -504.02180      2.2527679     0.49042933      1.0980489   0.0088356433
            851      8.4909832      1692.7054     -2196.7269     -504.02158      2.2569405     0.49133771      1.0980489   0.0087314638
            861      8.5907597      1693.7495     -2197.7707     -504.02122      2.2583326     0.49164079      1.0980489   0.0086294744
            871      8.6905362      1693.0236     -2197.0445     -504.02094      2.2573648     0.49143008      1.0980489   0.0085295622
            881      8.7903128      1691.1694     -2195.1900     -504.02066      2.2548925     0.49089187      1.0980489   0.0084314492
            891      8.8900893      1688.8686     -2192.8891     -504.02050      2.2518247     0.49022401      1.0980489   0.0083347902
