     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      3814.7979     -3731.9009      82.897009      5.0863972     0.93695686      1.0979885  0.00063525495
             11     0.10975419      3778.1577     -3695.2644      82.893377      5.0375436     0.92795762      1.0980489   0.0069655162
             21     0.20953072      3676.6289     -3593.7453      82.883610      4.9021719     0.90302102      1.0980489    0.013181279
             31     0.30930726      3500.1055     -3417.2364      82.869086      4.6668074     0.85966491      1.0980489    0.019164262
             41     0.40908380      3235.1428     -3152.2870      82.855783      4.3135237     0.79458711      1.0980489    0.024769180
             51     0.50886033      2876.3801     -2793.5184      82.861665      3.8351734     0.70647099      1.0980489    0.029815172
             61     0.60863687      2450.7921     -2367.8866      82.905501      3.2677228     0.60194184      1.0980489    0.034095699
             71     0.70841340      2036.8168     -1953.8506      82.966216      2.7157557     0.50026489      1.0980489    0.037427049
             81     0.80818994      1729.3014     -1646.3102      82.991227      2.3057352     0.42473569      1.0980489    0.039728814
             91     0.90796647      1569.9798     -1487.0044      82.975323      2.0933063     0.38560452      1.0980489    0.041070173
            101      1.0077430      1536.5540     -1453.6075      82.946512      2.0487386     0.37739477      1.0980489    0.041633365
            111      1.1075195      1580.6657     -1497.7447      82.920960      2.1075542     0.38822909      1.0980489    0.041637612
            121      1.2072961      1656.3841     -1573.4799      82.904274      2.2085122     0.40682640      1.0980489    0.041281524
            131      1.3070726      1731.0845     -1648.1874      82.897180      2.3081127     0.42517365      1.0980489    0.040717007
            141      1.4068492      1788.2273     -1705.3293      82.897964      2.3843031     0.43920855      1.0980489    0.040045372
            151      1.5066257      1825.1667     -1742.2637      82.903015      2.4335556     0.44828128      1.0980489    0.039325919
            161      1.6064022      1847.2288     -1764.3209      82.907901      2.4629717     0.45369997      1.0980489    0.038589520
            171      1.7061788      1861.2756     -1778.3647      82.910860      2.4817008     0.45715002      1.0980489    0.037851377
            181      1.8059553      1871.5255     -1788.6141      82.911374      2.4953673     0.45966750      1.0980489    0.037119595
            191      1.9057318      1879.4761     -1796.5641      82.911990      2.5059681     0.46162027      1.0980489    0.036399068
            201      2.0055084      1886.1985     -1803.2865      82.912054      2.5149314     0.46327137      1.0980489    0.035692715
            211      2.1052849      1892.1944     -1809.2832      82.911229      2.5229259     0.46474403      1.0980489    0.035002297
