     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      1643.2976     -3732.0729     -2088.7754      2.1910634     0.93695686      1.0979885  0.00027364829
             11     0.10975419      1627.6495     -3716.4252     -2088.7758      2.1701993     0.92803481      1.0980489   0.0030005777
             21     0.20953072      1585.5932     -3674.3699     -2088.7768      2.1141242     0.90405563      1.0980489   0.0056793611
             31     0.30930726      1516.4041     -3605.1819     -2088.7778      2.0218722     0.86460620      1.0980489   0.0082645141
             41     0.40908380      1419.5094     -3508.2881     -2088.7786      1.8926792     0.80935987      1.0980489    0.010707659
             51     0.50886033      1295.6364     -3384.4140     -2088.7775      1.7275152     0.73873135      1.0980489    0.012957019
             61     0.60863687      1148.7656     -3237.5386     -2088.7729      1.5316875     0.65499023      1.0980489    0.014958658
             71     0.70841340      988.35772     -3077.1215     -2088.7638      1.3178103     0.56353065      1.0980489    0.016660607
             81     0.80818994      830.15230     -2918.9043     -2088.7520      1.1068697     0.47332687      1.0980489    0.018020438
             91     0.90796647      693.25558     -2781.9976     -2088.7420     0.92434077     0.39527264      1.0980489    0.019014939
            101      1.0077430      593.51253     -2682.2505     -2088.7379     0.79135004     0.33840228      1.0980489    0.019647774
            111      1.1075195      537.56602     -2626.3062     -2088.7402     0.71675470     0.30650333      1.0980489    0.019950364
            121      1.2072961      522.05828     -2610.8046     -2088.7463     0.69607771     0.29766130      1.0980489    0.019975018
            131      1.3070726      537.26081     -2626.0141     -2088.7533     0.71634775     0.30632931      1.0980489    0.019783934
            141      1.4068492      571.51320     -2660.2726     -2088.7594     0.76201761     0.32585895      1.0980489    0.019438907
            151      1.5066257      614.20432     -2702.9680     -2088.7637     0.81893910     0.35020009      1.0980489    0.018994356
            161      1.6064022      657.17715     -2745.9434     -2088.7662     0.87623620     0.37470185      1.0980489    0.018493926
            171      1.7061788      695.07048     -2783.8378     -2088.7673     0.92676064     0.39630744      1.0980489    0.017969795
            181      1.8059553      725.11658     -2813.8839     -2088.7673     0.96682211     0.41343879      1.0980489    0.017443658
            191      1.9057318      746.63144     -2835.3981     -2088.7666     0.99550859     0.42570589      1.0980489    0.016928590
            201      2.0055084      760.35718     -2849.1227     -2088.7655      1.0138096     0.43353188      1.0980489    0.016431194
            211      2.1052849      767.84899     -2856.6132     -2088.7642      1.0237987     0.43780347      1.0980489    0.015953653
            221      2.2050614      770.94573     -2859.7088     -2088.7631      1.0279276     0.43956914      1.0980489    0.015495461
            231      2.3048380      771.40826     -2860.1705     -2088.7622      1.0285443     0.43983286      1.0980489    0.015054736
            241      2.4046145      770.66955     -2859.4311     -2088.7616      1.0275594     0.43941167      1.0980489    0.014629135
            251      2.5043910      769.67507     -2858.4364     -2088.7614      1.0262334     0.43884465      1.0980489    0.014216415
            261      2.6041676      768.80758     -2857.5690     -2088.7615      1.0250768     0.43835003      1.0980489    0.013814693
            271      2.7039441      767.99485     -2856.7566     -2088.7618      1.0239931     0.43788664      1.0980489    0.013422445
            281      2.8037206      767.02872     -2855.7905     -2088.7618      1.0227050     0.43733578      1.0980489    0.013038366
            291      2.9034972      765.91157     -2854.6733     -2088.7617      1.0212154     0.43669882      1.0980489    0.012661215
            301      3.0032737      765.05963     -2853.8209     -2088.7613      1.0200795     0.43621307      1.0980489    0.012289767
            311      3.1030503      765.36532     -2854.1259     -2088.7605      1.0204871     0.43638736      1.0980489    0.011922924
            321      3.2028268      767.98978     -2856.7497     -2088.7599      1.0239864     0.43788375      1.0980489    0.011559978
            331      3.3026033      773.72619     -2862.4862     -2088.7600      1.0316349     0.44115447      1.0980489    0.011200911
            341      3.4023799      782.35843     -2871.1192     -2088.7608      1.0431446     0.44607630      1.0980489    0.010846563
            351      3.5021564      792.65277     -2881.4146     -2088.7619      1.0568704     0.45194581      1.0980489    0.010498461
            361      3.6019329      803.06608     -2891.8283     -2088.7622      1.0707548     0.45788316      1.0980489    0.010158371
            371      3.7017095      812.48213     -2901.2445     -2088.7623      1.0833095     0.46325189      1.0980489   0.0098278530
            381      3.8014860      820.51539     -2909.2773     -2088.7619      1.0940205     0.46783221      1.0980489   0.0095080021
            391      3.9012625      827.44287     -2916.2042     -2088.7613      1.1032572     0.47178204      1.0980489   0.0091994324
            401      4.0010391      833.90021     -2922.6610     -2088.7608      1.1118670     0.47546382      1.0980489   0.0089024272
            411      4.1008156      840.46813     -2929.2287     -2088.7606      1.1206242     0.47920864      1.0980489   0.0086171572
            421      4.2005921      847.28886     -2936.0498     -2088.7609      1.1297185     0.48309760      1.0980489   0.0083438461
            431      4.3003687      853.87589     -2942.6375     -2088.7616      1.1385012     0.48685332      1.0980489   0.0080828083
            441      4.4001452      859.26394     -2948.0264     -2088.7624      1.1456852     0.48992542      1.0980489   0.0078343336
            451      4.4999218      862.45044     -2951.2131     -2088.7626      1.1499339     0.49174226      1.0980489   0.0075984760
            461      4.5996983      862.94362     -2951.7061     -2088.7625      1.1505915     0.49202346      1.0980489   0.0073748606
            471      4.6994748      861.13123     -2949.8928     -2088.7616      1.1481750     0.49099009      1.0980489   0.0071626225
            481      4.7992514      858.18198     -2946.9423     -2088.7604      1.1442426     0.48930852      1.0980489   0.0069605340
            491      4.8990279      855.58392     -2944.3435     -2088.7596      1.1407786     0.48782719      1.0980489   0.0067672683
