     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      5105.9602     -3731.7986      1374.1617      6.8079470     0.93695686      1.0979885  0.00085026432
             11     0.10975419      5056.6634     -3682.5087      1374.1547      6.7422178     0.92791075      1.0980489   0.0093229850
             21     0.20953072      4917.5376     -3543.4026      1374.1350      6.5567168     0.90238082      1.0980489    0.017640219
             31     0.30930726      4667.5229     -3293.4180      1374.1049      6.2233639     0.85650248      1.0980489    0.025632699
             41     0.40908380      4277.8298     -2903.7505      1374.0794      5.7037731     0.78499279      1.0980489    0.033076162
             51     0.50886033      3740.1712     -2366.0660      1374.1052      4.9868950     0.68633106      1.0980489    0.039672934
             61     0.60863687      3128.3004     -1754.0920      1374.2084      4.1710672     0.57405118      1.0980489    0.045082681
             71     0.70841340      2610.3034     -1236.0159      1374.2875      3.4804046     0.47899740      1.0980489    0.049052404
             81     0.80818994      2310.1992     -935.92318      1374.2760      3.0802655     0.42392749      1.0980489    0.051573074
             91     0.90796647      2217.7625     -843.53290      1374.2296      2.9570167     0.40696514      1.0980489    0.052879359
            101      1.0077430      2255.5207     -881.33340      1374.1873      3.0073609     0.41389385      1.0980489    0.053308962
            111      1.1075195      2345.2834     -971.12409      1374.1593      3.1270445     0.43036555      1.0980489    0.053178097
            121      1.2072961      2432.1742     -1058.0248      1374.1493      3.2428989     0.44631022      1.0980489    0.052724818
            131      1.3070726      2491.9840     -1117.8292      1374.1547      3.3226453     0.45728547      1.0980489    0.052100417
            141      1.4068492      2526.2942     -1152.1286      1374.1656      3.3683922     0.46358149      1.0980489    0.051387466
            151      1.5066257      2547.7405     -1173.5681      1374.1724      3.3969874     0.46751695      1.0980489    0.050627429
            161      1.6064022      2566.0977     -1191.9252      1374.1725      3.4214636     0.47088554      1.0980489    0.049843586
            171      1.7061788      2582.7216     -1208.5504      1374.1712      3.4436289     0.47393607      1.0980489    0.049052643
