     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      5282.0278     -3731.7846      1550.2432      7.0427038     0.93695686      1.0979885  0.00087958378
             11     0.10975419      5230.9953     -3680.7592      1550.2361      6.9746604     0.92790441      1.0980489   0.0096444545
             21     0.20953072      5086.6092     -3536.3924      1550.2168      6.7821456     0.90229236      1.0980489    0.018248159
             31     0.30930726      4825.9719     -3275.7883      1550.1836      6.4346292     0.85605900      1.0980489    0.026513999
             41     0.40908380      4417.7252     -2867.5690      1550.1562      5.8903003     0.78364182      1.0980489    0.034205558
             51     0.50886033      3853.6056     -2303.4182      1550.1874      5.1381408     0.68357500      1.0980489    0.041006667
             61     0.60863687      3216.8534     -1666.5528      1550.3006      4.2891379     0.57062419      1.0980489    0.046556844
             71     0.70841340      2689.5056     -1139.1271      1550.3785      3.5860075     0.47708017      1.0980489    0.050596931
             81     0.80818994      2395.0611     -844.70053      1550.3606      3.1934148     0.42484988      1.0980489    0.053135012
             91     0.90796647      2313.2438     -762.93293      1550.3109      3.0843251     0.41033666      1.0980489    0.054432225
            101      1.0077430      2359.6519     -809.38408      1550.2678      3.1462025     0.41856879      1.0980489    0.054846415
            111      1.1075195      2453.0858     -902.84540      1550.2404      3.2707811     0.43514265      1.0980489    0.054703941
            121      1.2072961      2538.7398     -988.50727      1550.2326      3.3849864     0.45033646      1.0980489    0.054244992
            131      1.3070726      2595.0483     -1044.8086      1550.2397      3.4600645     0.46032479      1.0980489    0.053618433
            141      1.4068492      2626.6648     -1076.4138      1550.2510      3.5022197     0.46593309      1.0980489    0.052903595
            151      1.5066257      2647.5737     -1097.3161      1550.2576      3.5300982     0.46964203      1.0980489    0.052140306
            161      1.6064022      2666.7312     -1116.4739      1550.2572      3.5556415     0.47304030      1.0980489    0.051352094
            171      1.7061788      2684.0269     -1133.7710      1550.2559      3.5787025     0.47610832      1.0980489    0.050556605
            181      1.8059553      2698.0653     -1147.8083      1550.2571      3.5974204     0.47859854      1.0980489    0.049766723
            191      1.9057318      2710.1396     -1159.8836      1550.2560      3.6135195     0.48074035      1.0980489    0.048990872
            201      2.0055084      2718.5933     -1168.3400      1550.2533      3.6247911     0.48223991      1.0980489    0.048234813
            211      2.1052849      2719.7693     -1169.5174      1550.2520      3.6263591     0.48244852      1.0980489    0.047501464
            221      2.2050614      2712.2769     -1162.0273      1550.2496      3.6163693     0.48111948      1.0980489    0.046789798
            231      2.3048380      2693.8817     -1143.6361      1550.2456      3.5918423     0.47785642      1.0980489    0.046095157
            241      2.4046145      2664.4211     -1114.1643      1550.2567      3.5525615     0.47263053      1.0980489    0.045409158
            251      2.5043910      2640.8049     -1090.5440      1550.2610      3.5210732     0.46844136      1.0980489    0.044720917
            261      2.6041676      2628.4803     -1078.2343      1550.2460      3.5046404     0.46625514      1.0980489    0.044024759
            271      2.7039441      2608.8585     -1058.6117      1550.2467      3.4784779     0.46277450      1.0980489    0.043321547
            281      2.8037206      2580.0960     -1029.8393      1550.2568      3.4401280     0.45767245      1.0980489    0.042610388
            291      2.9034972      2555.4568     -1005.1928      1550.2640      3.4072757     0.45330181      1.0980489    0.041887367
