     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      2582.3247     -3731.9985     -1149.6738      3.4430997     0.93695686      1.0979885  0.00043001874
             11     0.10975419      2557.6440     -3707.3192     -1149.6752      3.4101920     0.92800183      1.0980489   0.0047151616
             21     0.20953072      2490.4283     -3640.1073     -1149.6790      3.3205711     0.90361365      1.0980489   0.0089238536
             31     0.30930726      2377.1928     -3526.8776     -1149.6848      3.1695904     0.86252790      1.0980489    0.012981018
             41     0.40908380      2213.6660     -3363.3557     -1149.6897      2.9515546     0.80319469      1.0980489    0.016801448
             51     0.50886033      1998.5861     -3148.2750     -1149.6889      2.6647814     0.72515625      1.0980489    0.020287041
             61     0.60863687      1740.9380     -2890.6135     -1149.6754      2.3212507     0.63167262      1.0980489    0.023329843
             71     0.70841340      1467.8783     -2617.5275     -1149.6492      1.9571710     0.53259707      1.0980489    0.025826080
             81     0.80818994      1222.9650     -2372.5884     -1149.6235      1.6306200     0.44373405      1.0980489    0.027702958
             91     0.90796647      1046.4950     -2196.1092     -1149.6142      1.3953267     0.37970463      1.0980489    0.028947036
            101      1.0077430      953.90365     -2103.5253     -1149.6217      1.2718715     0.34610929      1.0980489    0.029612862
            111      1.1075195      934.35614     -2083.9923     -1149.6362      1.2458082     0.33901677      1.0980489    0.029804188
            121      1.2072961      964.18652     -2113.8365     -1149.6500      1.2855820     0.34984027      1.0980489    0.029643007
            131      1.3070726      1018.9454     -2168.6056     -1149.6602      1.3585939     0.36970870      1.0980489    0.029244171
            141      1.4068492      1079.2639     -2228.9301     -1149.6662      1.4390185     0.39159431      1.0980489    0.028701584
            151      1.5066257      1132.6750     -2282.3438     -1149.6688      1.5102333     0.41097371      1.0980489    0.028083941
            161      1.6064022      1173.3964     -2323.0646     -1149.6682      1.5645286     0.42574886      1.0980489    0.027436444
            171      1.7061788      1200.8297     -2350.4958     -1149.6661      1.6011063     0.43570262      1.0980489    0.026785581
            181      1.8059553      1217.4234     -2367.0871     -1149.6637      1.6232312     0.44172337      1.0980489    0.026144794
            191      1.9057318      1226.6260     -2376.2880     -1149.6620      1.6355014     0.44506241      1.0980489    0.025519594
            201      2.0055084      1231.4927     -2381.1536     -1149.6608      1.6419903     0.44682822      1.0980489    0.024911335
            211      2.1052849      1234.2285     -2383.8883     -1149.6598      1.6456380     0.44782085      1.0980489    0.024319523
            221      2.2050614      1236.3085     -2385.9677     -1149.6592      1.6484114     0.44857555      1.0980489    0.023743057
            231      2.3048380      1238.3418     -2388.0013     -1149.6595      1.6511225     0.44931331      1.0980489    0.023180864
            241      2.4046145      1239.8970     -2389.5573     -1149.6604      1.6531960     0.44987757      1.0980489    0.022632083
