     Time step:          Time:            Ek:            Ep:            Et:          Temp:          T/Ti:       Density:     Diffusion:
              1   0.0099776536      4636.4467     -3731.8358      904.61087      6.1819289     0.93695686      1.0979885  0.00077207910
             11     0.10975419      4591.7674     -3687.1622      904.60521      6.1223565     0.92792784      1.0980489   0.0084657291
             21     0.20953072      4466.5155     -3561.9243      904.59121      5.9553540     0.90261630      1.0980489    0.016018934
             31     0.30930726      4244.1097     -3339.5434      904.56637      5.6588130     0.85767141      1.0980489    0.023281675
             41     0.40908380      3902.0531     -2997.5076      904.54548      5.2027374     0.78854684      1.0980489    0.030060426
             51     0.50886033      3432.6286     -2528.0669      904.56167      4.5768381     0.69368314      1.0980489    0.036103771
             61     0.60863687      2888.2273     -1983.5869      904.64049      3.8509698     0.58366775      1.0980489    0.041123124
             71     0.70841340      2401.1052     -1496.3877      904.71748      3.2014736     0.48522762      1.0980489    0.044886540
             81     0.80818994      2090.7511     -1186.0286      904.72255      2.7876682     0.42250968      1.0980489    0.047348061
             91     0.90796647      1971.0608     -1066.3746      904.68623      2.6280811     0.39832206      1.0980489    0.048675338
            101      1.0077430      1984.1127     -1079.4650      904.64772      2.6454836     0.40095965      1.0980489    0.049150401
            111      1.1075195      2060.9562     -1156.3362      904.61996      2.7479416     0.41648857      1.0980489    0.049058633
            121      1.2072961      2148.1405     -1243.5342      904.60635      2.8641873     0.43410722      1.0980489    0.048628716
            131      1.3070726      2216.1596     -1311.5536      904.60606      2.9548795     0.44785288      1.0980489    0.048016021
            141      1.4068492      2258.7370     -1354.1235      904.61358      3.0116494     0.45645713      1.0980489    0.047311481
            151      1.5066257      2283.6431     -1379.0219      904.62114      3.0448574     0.46149027      1.0980489    0.046562218
            161      1.6064022      2301.0484     -1396.4238      904.62457      3.0680645     0.46500763      1.0980489    0.045792359
            171      1.7061788      2315.8697     -1411.2455      904.62418      3.0878263     0.46800280      1.0980489    0.045016662
            181      1.8059553      2328.1376     -1423.5128      904.62483      3.1041835     0.47048196      1.0980489    0.044245681
            191      1.9057318      2338.3252     -1433.6994      904.62579      3.1177669     0.47254071      1.0980489    0.043486472
            201      2.0055084      2347.0980     -1442.4739      904.62406      3.1294639     0.47431356      1.0980489    0.042743567
            211      2.1052849      2352.3616     -1447.7393      904.62232      3.1364822     0.47537727      1.0980489    0.042019940
            221      2.2050614      2351.6929     -1447.0717      904.62116      3.1355905     0.47524212      1.0980489    0.041316373
            231      2.3048380      2343.9818     -1439.3635      904.61834      3.1253091     0.47368383      1.0980489    0.040630914
            241      2.4046145      2327.1799     -1422.5629      904.61700      3.1029065     0.47028841      1.0980489    0.039959110
            251      2.5043910      2303.4156     -1398.7898      904.62581      3.0712208     0.46548600      1.0980489    0.039293730
            261      2.6041676      2285.3613     -1380.7355      904.62585      3.0471485     0.46183751      1.0980489    0.038626411
            271      2.7039441      2273.6700     -1369.0533      904.61674      3.0315600     0.45947486      1.0980489    0.037952867
            281      2.8037206      2256.5214     -1351.9024      904.61894      3.0086952     0.45600938      1.0980489    0.037272529
            291      2.9034972      2234.7421     -1330.1157      904.62637      2.9796561     0.45160811      1.0980489    0.036583485
            301      3.0032737      2218.1075     -1313.4767      904.63082      2.9574767     0.44824651      1.0980489    0.035882542
            311      3.1030503      2213.2201     -1308.5886      904.63144      2.9509601     0.44725883      1.0980489    0.035168437
            321      3.2028268      2221.1651     -1316.5337      904.63147      2.9615535     0.44886441      1.0980489    0.034443320
            331      3.3026033      2241.0531     -1336.4221      904.63097      2.9880707     0.45288346      1.0980489    0.033712142
            341      3.4023799      2271.2587     -1366.6299      904.62881      3.0283450     0.45898758      1.0980489    0.032981627
            351      3.5021564      2307.3470     -1402.7231      904.62396      3.0764627     0.46628049      1.0980489    0.032259448
            361      3.6019329      2341.7544     -1437.1342      904.62024      3.1223392     0.47323371      1.0980489    0.031553097
            371      3.7017095      2368.1726     -1463.5527      904.61992      3.1575635     0.47857244      1.0980489    0.030868325
            381      3.8014860      2385.4905     -1480.8683      904.62219      3.1806539     0.48207211      1.0980489    0.030208167
